pair_index,pair_t0_ns,pair_t1_ns,gt_t0_ns,gt_t1_ns,gt_tx,gt_ty,gt_tz,gt_rot_err_rad_ref0,ceres_tx,ceres_ty,ceres_tz,ceres_t_err_m,ceres_r_err_rad,gpu_tx,gpu_ty,gpu_tz,gpu_t_err_m,gpu_r_err_rad,gpu_available
204,1771545075029003064,1771545075123896376,1771545075028898328,1771545075125401080,1.51291e-05,9.4411e-05,-2.54398e-05,0,0.000877237,-0.0252414,-0.0315608,0.0404614,0.012854,0.000875418,-0.025237,-0.0315615,0.0404592,0.0128633,1
205,1771545075123896376,1771545075224193816,1771545075125401080,1771545075226064056,-2.3786e-05,-8.29684e-05,-1.45015e-05,0,-0.024702,0.00401336,-0.0309084,0.0397521,0.0164285,-0.0246977,0.00409646,-0.0309357,0.0397793,0.0164937,1
206,1771545075224193816,1771545075324906616,1771545075226064056,1771545075325206424,-2.28184e-05,8.7722e-05,1.78615e-05,0,-0.0459005,-0.0414271,0.00410055,0.0620073,0.0271257,-0.0458879,-0.0414137,0.00409204,0.0619885,0.0271521,1
207,1771545075324906616,1771545075424626392,1771545075325206424,1771545075425888472,2.36464e-05,-6.68305e-05,5.80034e-05,0,0.0505252,-0.0609062,-0.00635723,0.0793284,0.0219025,0.0505512,-0.0607122,-0.00612601,0.0791778,0.0218807,1
208,1771545075424626392,1771545075524958776,1771545075425888472,1771545075526141816,-1.75221e-05,-3.40252e-05,-5.62319e-05,0,-0.0152486,-0.0166311,0.00481848,0.023048,0.0141181,-0.0152563,-0.0166181,0.00481887,0.0230438,0.0141181,1
209,1771545075524958776,1771545075624213016,1771545075526141816,1771545075625685080,3.78234e-05,8.29923e-05,4.32572e-05,0,0.0166449,-0.0616756,-0.0265079,0.069245,0.0212729,0.0166553,-0.0617586,-0.0264825,0.0693119,0.0213233,1
210,1771545075624213016,1771545075724830488,1771545075625685080,1771545075724352376,-2.60824e-05,-4.33656e-05,-1.3316e-05,0,0.0179938,-0.0458714,-0.00981027,0.0502086,0.0346387,0.0180665,-0.0456843,-0.00990146,0.0500821,0.0348241,1
211,1771545075724830488,1771545075832378360,1771545075724352376,1771545075851169368,4.97646e-06,3.35408e-05,-5.57571e-05,0,-0.0250669,-0.0262027,-0.000809602,0.0362975,0.00936689,-0.025068,-0.0262039,-0.000808725,0.0362991,0.00936689,1
212,1771545075832378360,1771545075924423512,1771545075851169368,1771545075925085816,-2.1923e-05,-1.578e-05,4.34906e-05,0,-0.0363569,-0.041769,-0.0261373,0.061229,0.0147782,-0.0363565,-0.041798,-0.0261266,0.061244,0.0147943,1
213,1771545075924423512,1771545076023996952,1771545075925085816,1771545076025059448,6.34717e-05,-1.84718e-05,3.69e-05,0,-0.0230395,-0.0410404,-0.0125468,0.0487329,0.0233973,-0.0230352,-0.0410377,-0.0125489,0.0487292,0.0234024,1
214,1771545076023996952,1771545076124760568,1771545076025059448,1771545076125087512,-4.72094e-05,3.0773e-05,3.53026e-07,0,0.0451886,-0.03843,-0.0081362,0.0599309,0.00822868,0.0451848,-0.0384212,-0.00813833,0.0599227,0.00824316,1
215,1771545076124760568,1771545076223961752,1771545076125087512,1771545076222827000,3.70338e-06,-7.41534e-05,-1.67407e-06,0,-0.00592929,-0.057867,-0.0410872,0.0711565,0.0175172,-0.00592789,-0.0578726,-0.0410862,0.0711602,0.017524,1
216,1771545076223961752,1771545076324113848,1771545076222827000,1771545076325153144,-1.1585e-05,8.19077e-05,-7.05499e-05,0,-0.0176603,0.0103412,0.00467896,0.0209592,0.0178342,-0.0176704,0.0103743,0.00467259,0.0209825,0.0178809,1
217,1771545076324113848,1771545076424162008,1771545076325153144,1771545076425254392,-9.86567e-06,1.03083e-06,7.24775e-06,0,0.0241751,-0.0201747,-0.0309872,0.0441886,0.0169288,0.0241869,-0.0201777,-0.0309905,0.0441987,0.0169429,1
218,1771545076424162008,1771545076525299480,1771545076425254392,1771545076525183864,4.41265e-05,-4.42392e-05,1.13883e-05,0,-0.0236573,-0.0160287,0.0224759,0.0363581,0.0104269,-0.0236577,-0.0160263,0.0224755,0.0363571,0.0104269,1
219,1771545076525299480,1771545076624252600,1771545076525183864,1771545076625359576,-4.46978e-05,7.03258e-05,1.71733e-05,0,-0.0252758,0.0199837,-0.0401397,0.0514366,0.0221514,-0.0252821,0.0199923,-0.0401396,0.051443,0.0221622,1
220,1771545076624252600,1771545076734498968,1771545076625359576,1771545076732000248,1.44893e-05,-0.000105815,5.44751e-06,0,-0.0161046,-0.0520201,-0.00219028,0.0544035,0.0131021,-0.0160952,-0.0520119,-0.00219668,0.0543931,0.0131021,1
221,1771545076734498968,1771545076824874200,1771545076732000248,1771545076825211672,2.69258e-05,4.78632e-05,3.15893e-05,0,0.00844052,-0.0434622,-0.00402388,0.0445013,0.0211718,0.00843844,-0.0434538,-0.00402569,0.0444928,0.021183,1
222,1771545076824874200,1771545076924059096,1771545076825211672,1771545076926150968,1.1026e-05,4.99972e-06,-4.24087e-05,0,-0.0295915,-0.0552642,-0.020783,0.0660392,0.0126201,-0.0295895,-0.0552823,-0.0207785,0.0660519,0.0126295,1
223,1771545076924059096,1771545077024197688,1771545076926150968,1771545077025412568,-1.53999e-05,6.72589e-05,-6.65655e-05,0,0.0066217,0.0155483,0.0125761,0.0210607,0.0132468,0.00663121,0.0155462,0.0125735,0.0210605,0.0132648,1
224,1771545077024197688,1771545077124127544,1771545077025412568,1771545077125172952,-4.6862e-05,-5.76999e-05,6.14755e-05,0,0.00013072,-0.0175608,-0.0272407,0.0324315,0.0199303,0.000133806,-0.0175736,-0.0272376,0.0324357,0.0199423,1
225,1771545077124127544,1771545077223800856,1771545077125172952,1771545077224799032,5.45698e-05,9.14301e-06,1.43906e-05,0,-0.0287969,-0.0317803,0.0038087,0.0430972,0.00873467,-0.0288013,-0.0317626,0.00380648,0.043087,0.00874831,1
226,1771545077223800856,1771545077324953976,1771545077224799032,1771545077325762488,-4.41335e-05,2.86569e-05,2.50573e-05,0,-0.0374826,-0.056844,-0.011378,0.0690375,0.0249078,-0.0374716,-0.0568704,-0.0113736,0.0690525,0.0249173,1
227,1771545077324953976,1771545077423648888,1771545077325762488,1771545077424882296,2.63671e-05,-5.59964e-06,-2.27648e-05,0,-0.00900426,-0.00372949,0.0165618,0.0192475,0.0451718,-0.00894414,-0.00362695,0.0165127,0.0191574,0.045272,1
228,1771545077423648888,1771545077524120216,1771545077424882296,1771545077525076600,-8.34511e-06,-6.39292e-05,2.8636e-06,0,-0.00950445,-0.00233851,0.00541025,0.011162,0.0314073,-0.00950396,-0.00232428,0.00540745,0.0111573,0.0314263,1
229,1771545077524120216,1771545077624363672,1771545077525076600,1771545077625050296,-7.44241e-06,3.43399e-05,-2.14974e-06,0,-0.0296138,-0.0289272,-0.0165294,0.0445921,0.0190119,-0.0296107,-0.0289298,-0.0165299,0.044592,0.0190245,1
230,1771545077624363672,1771545077724409880,1771545077625050296,1771545077723906552,2.5301e-05,-1.42819e-05,2.18356e-05,0,0.00918013,-0.08465,-0.00554938,0.0853115,0.0246963,0.00918987,-0.0846951,-0.00553566,0.0853564,0.02473,1
231,1771545077724409880,1771545077824863864,1771545077723906552,1771545077826311832,-3.41999e-05,-6.4844e-06,-7.14109e-05,0,-0.00177863,-0.0161964,-0.0021474,0.0164154,0.0160616,-0.00177489,-0.0161891,-0.00215163,0.0164083,0.016069,1
232,1771545077824863864,1771545077924013560,1771545077826311832,1771545077924919288,1.86049e-05,3.1137e-06,2.62941e-05,0,-0.0161864,-0.0124427,-0.00489682,0.0210176,0.0170061,-0.0161914,-0.0124339,-0.00489713,0.0210163,0.0170272,1
233,1771545077924013560,1771545078023859160,1771545077924919288,1771545078024983032,-4.35044e-05,1.58756e-05,5.96904e-05,0,-0.0241965,-0.0314127,-0.0238538,0.0462923,0.0111453,-0.024187,-0.0314344,-0.0238498,0.0463,0.011156,1
234,1771545078023859160,1771545078125302072,1771545078024983032,1771545078124977176,1.40635e-05,4.79192e-05,-7.3624e-05,0,-0.002748,-0.0569777,-0.0112114,0.0581687,0.0224083,-0.002731,-0.0569708,-0.0112196,0.0581627,0.0224349,1
235,1771545078125302072,1771545078224015800,1771545078124977176,1771545078224983672,3.31167e-05,-7.40636e-05,-1.40901e-05,0,0.01306,0.00991903,0.0276227,0.0321458,0.0205314,0.0130603,0.0099176,0.0276231,0.0321458,0.0205314,1
236,1771545078224015800,1771545078324052120,1771545078224983672,1771545078325898872,-2.02355e-05,1.48769e-05,4.73253e-05,0,-0.0100719,-0.0508878,-0.0127476,0.05344,0.00327549,-0.0100221,-0.0509996,-0.0127345,0.053534,0.00331169,1
237,1771545078324052120,1771545078423974136,1771545078325898872,1771545078425014072,8.77496e-05,8.22463e-05,1.31723e-05,0,-0.0327736,-0.060183,-0.0448829,0.0820209,0.0163995,-0.0327804,-0.0602644,-0.0448493,0.0820651,0.0164503,1
238,1771545078423974136,1771545078524062488,1771545078425014072,1771545078524880280,-6.83207e-05,-5.40842e-05,4.24676e-06,0,-0.0150802,0.0262837,0.00949286,0.0317658,0.0183871,-0.0150768,0.0262921,0.00948927,0.0317702,0.0184001,1
239,1771545078524062488,1771545078623956760,1771545078524880280,1771545078623067288,-1.97817e-05,8.06185e-06,-7.15277e-06,0,-0.0259276,-0.0170394,-0.035282,0.0469696,0.0256064,-0.0259407,-0.0170225,-0.0352812,0.0469701,0.0256343,1
240,1771545078623956760,1771545078723920856,1771545078623067288,1771545078725704440,1.887e-05,8.87595e-06,-9.43967e-05,0,-0.0458291,-0.0383527,0.00456194,0.0599611,0.030728,-0.0458273,-0.0383499,0.0045605,0.0599578,0.0307435,1
241,1771545078723920856,1771545078824060632,1771545078725704440,1771545078825009432,-1.20143e-05,-2.02494e-05,6.80292e-05,0,0.0157872,-0.0247984,0.0105974,0.031216,0.0136283,0.0157949,-0.024779,0.0105884,0.0312015,0.0136458,1
242,1771545078824060632,1771545078923859192,1771545078825009432,1771545078925283544,1.68924e-05,-6.87668e-05,2.78009e-05,0,0.0227025,-0.0257012,0.0130144,0.0366102,0.0181128,0.0226989,-0.0256907,0.0130127,0.0366,0.0181259,1
243,1771545078923859192,1771545079023873560,1771545078925283544,1771545079024917496,7.25038e-06,3.70458e-05,-6.60789e-06,0,-0.0313908,-0.0311576,-0.0281773,0.0524645,0.0256436,-0.0313912,-0.0311686,-0.0281741,0.0524696,0.0256575,1
244,1771545079023873560,1771545079123941080,1771545079024917496,1771545079125134776,-7.69138e-07,1.84734e-05,-2.48497e-05,0,0.0233718,-0.0247661,-0.0365446,0.0499425,0.0315172,0.023374,-0.0247401,-0.036554,0.0499374,0.0315588,1
245,1771545079123941080,1771545079223964760,1771545079125134776,1771545079216823512,-5.18912e-05,-2.98039e-05,1.24389e-05,0,-0.0100802,0.00490629,0.00784027,0.0136458,0.024677,-0.0100792,0.00491961,0.00783627,0.0136475,0.0246914,1
246,1771545079223964760,1771545079323822296,1771545079216823512,1771545079325016088,1.11258e-05,-6.30367e-06,-1.04769e-05,0,0.00228191,0.0191962,0.0172101,0.0258928,0.0294926,0.00227506,0.019209,0.0172083,0.0259006,0.0295088,1
247,1771545079323822296,1771545079424104824,1771545079325016088,1771545079425683704,1.92242e-05,-2.02912e-05,1.33131e-05,0,-0.0326352,-0.0431756,-0.00410632,0.054274,0.0274404,-0.0326134,-0.0431816,-0.00411255,0.054266,0.0274664,1
248,1771545079424104824,1771545079524272856,1771545079425683704,1771545079525067192,3.61585e-05,0.000112694,5.32502e-06,0,-0.00564466,-0.0284171,-0.0276353,0.0401276,0.0216726,-0.00562633,-0.0284154,-0.0276429,0.0401291,0.0216946,1
249,1771545079524272856,1771545079623887640,1771545079525067192,1771545079624864472,-4.22052e-06,-8.99395e-05,-7.16992e-07,0,-0.000276527,-0.0201596,-0.0107489,0.0227681,0.0158373,-0.00027313,-0.0201628,-0.0107492,0.022771,0.0158449,1
250,1771545079623887640,1771545079723835736,1771545079624864472,1771545079724665016,-3.32142e-05,-2.0823e-05,-5.60997e-05,0,-0.0545922,-0.036944,-0.0187219,0.068472,0.0213679,-0.0545924,-0.0369728,-0.0187123,0.0684851,0.0213902,1
251,1771545079723835736,1771545079823800984,1771545079724665016,1771545079825610936,-3.69764e-05,5.26476e-05,2.7304e-05,0,-0.0208476,-0.0231174,-0.00297062,0.0312877,0.0198584,-0.0208523,-0.0230193,-0.00299972,0.0312211,0.0199363,1
252,1771545079823800984,1771545079923802488,1771545079825610936,1771545079924927960,1.80891e-06,-3.01488e-05,5.39388e-05,0,-0.00646691,-0.00372055,0.00852503,0.0112793,0.0126389,-0.0064646,-0.00372231,0.00852458,0.0112782,0.0126389,1
253,1771545079923802488,1771545080024047992,1771545079924927960,1771545080026098712,6.90166e-05,1.23021e-05,-2.10428e-05,0,0.0351114,0.00741716,0.0089463,0.0369217,0.0258842,0.0351049,0.007431,0.00894388,0.0369177,0.0258934,1
254,1771545080024047992,1771545080123837560,1771545080026098712,1771545080125007320,-2.1441e-05,-3.62344e-06,6.73854e-07,0,-0.0140062,-0.0386148,0.01319,0.0431318,0.0205024,-0.0140059,-0.0385748,0.013179,0.0430926,0.0205314,1
255,1771545080123837560,1771545080224078360,1771545080125007320,1771545080224911832,2.59173e-05,-7.67642e-05,-3.32639e-05,0,-0.00279046,-0.051983,0.0311289,0.0606075,0.0107644,-0.00278701,-0.0519414,0.0311157,0.060565,0.0107976,1
